"sexo";"nacimiento";"estatura";"peso";"grupo_rh"
"M";"1970-07-28";1.41;65.9;"O+"
"F";"1971-02-21";1.52;83.7;"A+"
"M";"1982-06-14";1.63;67.6;"B+"
"F";"1982-07-03";1.6;90.4;"O+"
"M";"1986-09-13";1.64;68.2;"B+"
"F";"1978-10-04";1.39;68.2;"O+"
"F";"1960-09-05";1.66;74.9;"O-"
"M";"1989-03-02";1.55;83.9;"A+"
"M";"1984-09-20";1.69;63.4;"O+"
"M";"1985-09-03";1.47;64.8;"O-"
"M";"1979-02-06";1.85;52.5;"O+"
"M";"1980-10-18";1.72;73.7;"O+"
"M";"1981-05-16";1.53;82.8;"O+"
"F";"1982-09-13";1.58;81.8;"O+"
"F";"1980-04-07";1.57;81.5;"O-"
"M";"1988-04-02";1.82;92.6;"B+"
"M";"1982-02-21";1.72;61.5;"AB+"
"M";"1980-03-06";1.64;48.4;"O+"
"F";"1985-10-15";1.53;63.1;"A+"
"F";"1978-06-22";1.48;69;"O+"
"M";"1965-11-12";1.7;71.3;"O+"
"F";"1982-05-21";1.68;73.5;"O-"
"F";"1983-02-11";1.47;69;"B+"
"F";"1964-04-16";1.67;97.8;"O+"
"M";"1978-06-18";1.71;70.4;"A+"
"F";"1978-03-13";1.79;76.5;"A+"
"M";"1994-06-22";1.74;68.5;"A+"
"M";"1986-02-01";1.37;70.3;"O+"
"F";"1992-06-08";1.5;71.2;"AB+"
"F";"1978-07-22";1.61;64.4;"O+"
"F";"1980-09-18";1.73;77.4;"A+"
"M";"1983-09-08";1.61;73.6;"A+"
"F";"1978-09-20";1.45;60.8;"B+"
"F";"1983-07-26";1.4;84.7;"O+"
"F";"1960-11-22";1.66;59.9;"O+"
"F";"1972-11-09";1.44;54.1;"O-"
"F";"1974-06-28";1.55;83;"A+"
"F";"1977-05-27";1.82;60.7;"O+"
"M";"1988-10-27";1.51;58.8;"A+"
"M";"1987-07-14";1.81;65;"A+"
"M";"1974-08-27";1.62;74.1;"A+"
"M";"1976-07-18";1.62;93.2;"A+"
"F";"1964-06-27";1.71;77.2;"A+"
"M";"1989-02-07";1.57;68.8;"A+"
"F";"1980-03-06";1.82;67.1;"A+"
"F";"1974-08-11";1.53;67.9;"B+"
"M";"1973-05-02";1.58;68.7;"B+"
"M";"1980-05-07";1.46;60.7;"AB+"
"M";"1967-03-23";1.78;83.9;"B+"
"M";"1984-03-14";1.84;55;"B+"
"M";"1983-05-18";1.76;74.6;"A+"
"M";"1970-10-18";1.64;75.9;"A+"
"F";"1980-06-21";1.47;71.6;"O+"
"M";"1993-06-15";1.72;94.5;"B+"
"F";"1977-05-28";1.68;78.3;"A+"
"F";"1977-09-10";1.76;72.4;"B+"
"M";"1970-02-11";1.95;93.9;"O+"
"M";"1974-08-22";1.49;75.6;"A+"
"F";"1990-03-27";1.72;69.4;"O+"
"F";"1973-05-23";1.38;77.5;"O+"
"M";"1976-04-20";1.55;66.6;"O-"
"M";"1994-02-05";1.63;68.9;"O+"
"M";"1978-07-10";1.72;64.1;"A+"
"M";"1974-04-17";1.71;66.4;"A+"
"F";"1971-05-18";1.69;72.1;"B+"
"F";"1981-08-25";1.67;61.3;"O+"
"M";"1985-07-21";1.51;71.9;"B-"
"M";"1987-08-20";1.54;58.6;"A+"
"M";"1991-06-13";1.59;80.5;"A+"
"F";"1979-11-16";1.34;73.2;"B+"
"M";"1977-04-27";2.01;74.9;"A+"
"M";"1976-06-01";1.68;78.6;"B+"
"F";"1993-06-28";1.83;82.7;"O+"
"M";"1993-08-02";1.54;73.1;"B+"
"F";"1983-05-06";1.53;63.8;"B+"
"M";"1971-09-18";1.91;72.8;"A+"
"M";"1992-09-20";1.81;65.7;"A+"
"M";"1978-05-22";1.59;75.1;"AB+"
"M";"1973-06-24";1.56;67.7;"A+"
"F";"1979-08-11";1.66;72.4;"O+"
"F";"1980-11-10";1.69;81.5;"O+"
"F";"1983-03-11";1.86;83.7;"O+"
"M";"1977-05-16";1.61;83.4;"A+"
"M";"1988-09-09";1.4;61.2;"O+"
"F";"1970-05-18";1.57;76.7;"B+"
"F";"1971-06-20";1.56;74.2;"B+"
"M";"1982-06-04";1.65;63.1;"A+"
"F";"1986-08-15";1.6;60.9;"O+"
"M";"1984-03-11";1.6;77.7;"A+"
"M";"1977-07-12";1.73;67;"A+"
"M";"1978-10-03";1.16;69.9;"O+"
"F";"1980-03-27";1.68;57.1;"O+"
"F";"1985-08-20";1.61;87.7;"O+"
"F";"1980-11-01";1.64;59.3;"B+"
"M";"1982-02-06";1.95;57.6;"B+"
"F";"1985-08-22";1.31;73.6;"O+"
"M";"1985-08-27";1.67;73.3;"A+"
"M";"1976-06-10";1.59;64.2;"A+"
"F";"1976-10-07";1.72;76;"B+"
"M";"1973-06-26";1.43;76.7;"B+"
"M";"1976-07-14";1.8;63.3;"O+"
"F";"1961-05-20";1.75;70.7;"A+"
"M";"1978-06-22";1.59;74.2;"A+"
"M";"1977-06-09";1.65;61.6;"A+"
"M";"1998-02-20";1.59;71.2;"B+"
"M";"1987-11-01";1.63;71.1;"O+"
"F";"1990-05-26";1.54;86.9;"AB+"
"F";"1984-10-21";1.54;69.4;"A+"
"F";"1977-09-23";1.66;64.2;"O+"
"F";"1980-02-17";1.65;87.5;"O+"
"M";"1986-10-15";1.65;63.7;"B+"
"F";"1969-03-10";1.62;71.7;"A+"
"F";"1993-06-13";1.79;78.9;"O+"
"M";"1966-03-16";1.72;69.6;"A+"
"F";"1982-09-20";1.6;70.3;"A+"
"M";"1982-02-10";1.53;79.7;"B+"
"M";"1982-04-07";1.19;60.1;"AB-"
"F";"1981-11-08";1.67;64.8;"A+"
"F";"1981-06-27";1.53;55.6;"A-"
"M";"1970-07-05";1.52;59.1;"O+"
"F";"1984-11-19";1.65;86.3;"A+"
"F";"1982-06-07";1.46;59;"A+"
"F";"1964-06-12";1.71;79.3;"A+"
"M";"1988-05-15";1.42;69.8;"A-"
"F";"1978-02-13";1.96;48.8;"B+"
"M";"1979-03-13";1.66;68.3;"B+"
"F";"1968-02-14";1.42;70;"A-"
"F";"1984-11-11";1.28;58.7;"B+"
"M";"1977-09-20";1.64;67.4;"AB+"
"F";"1966-02-23";1.5;47.6;"O+"
"M";"1984-04-07";1.61;46;"A+"
"F";"1980-02-15";1.7;70.1;"AB+"
"F";"1976-07-03";1.71;79.8;"O+"
"M";"1975-07-05";1.39;73.4;"B+"
"F";"1972-10-28";1.55;82.4;"O+"
"F";"1977-04-11";1.56;83.2;"B+"
"F";"1974-10-01";1.41;63.6;"A+"
"M";"1984-09-26";1.6;74.5;"O+"
"M";"1980-03-18";1.6;64.3;"A+"
"F";"1988-06-07";1.59;73.6;"O-"
"M";"1979-05-03";1.43;69.1;"O+"
"F";"1988-11-02";1.41;60.7;"O+"
"F";"1976-03-17";1.61;77.7;"O+"
"M";"1981-11-13";1.4;87.2;"B+"
"M";"1987-10-19";1.79;84.5;"B+"
"M";"1980-07-20";1.63;83;"AB+"
"M";"1979-03-16";1.55;68.2;"A+"
"M";"1980-08-23";1.99;72.3;"B+"
"M";"1973-03-03";1.56;70;"O-"
"M";"1974-04-15";1.51;63.2;"A-"
"M";"1983-09-03";1.4;74.4;"O+"
"M";"1985-05-07";1.61;63.5;"A+"
"F";"1983-03-24";1.54;88.3;"AB+"
"M";"1979-11-12";1.74;60.4;"O+"
"F";"1994-09-27";1.43;54;"A+"
"F";"1984-08-22";1.44;79.2;"B+"
"M";"1972-07-19";1.89;70.6;"O+"
"M";"1991-11-18";1.57;76.5;"O+"
"F";"1980-05-02";1.89;83.1;"O+"
"F";"1976-07-27";1.56;82.2;"A+"
"F";"1987-03-20";1.72;63;"O+"
"M";"1968-08-25";1.75;66.9;"O+"
"M";"1969-09-16";1.6;87;"O-"
"F";"1980-10-26";1.53;74.3;"A+"
"M";"1992-08-12";1.59;74.2;"A+"
"F";"1984-02-26";1.67;66.6;"A+"
"M";"1976-11-02";1.48;55.9;"B+"
"F";"1976-04-17";1.72;78.2;"B+"
"M";"1979-09-08";1.69;74.7;"O+"
"F";"1976-08-09";1.65;68.3;"O+"
"F";"1979-05-23";1.96;57.7;"AB+"
"M";"1981-04-23";1.78;78.3;"B+"
"M";"1982-08-17";1.57;64.6;"A+"
"F";"1985-06-10";1.79;60.4;"B+"
"F";"1988-09-22";1.55;72;"B+"
"M";"1987-05-07";1.65;63.5;"A+"
"F";"1982-11-03";1.54;70.1;"B+"
"M";"1981-07-14";1.75;69;"O-"
"F";"1971-06-14";1.28;61.8;"O+"
"F";"1991-03-06";1.55;65.8;"A+"
"F";"1986-09-07";1.5;67.1;"A-"
"M";"1983-08-06";1.8;58.8;"B+"
"M";"1976-03-01";2.02;76;"O+"
"F";"1993-04-24";1.89;62.1;"O+"
"F";"1990-05-19";1.51;54.6;"A+"
"M";"1971-03-26";1.93;76.4;"B+"
"M";"1989-02-22";1.43;75.5;"A+"
"F";"1992-09-24";1.26;68.8;"O+"
"M";"1985-02-19";1.54;61.2;"A+"
"M";"1978-10-28";1.71;57.9;"O+"
"M";"1980-11-12";1.68;60.6;"A+"
"F";"1978-09-19";1.95;76.2;"O+"
"F";"1970-03-19";1.42;70.5;"O+"
"M";"1963-02-05";1.75;74.2;"O+"
"F";"1975-05-10";1.4;79.6;"O+"
"M";"1984-08-01";1.57;67.2;"B+"
"F";"1988-08-22";1.42;67.6;"AB+"
"F";"1983-11-22";1.44;72.7;"A+"
"M";"1956-03-23";1.69;72.7;"B+"
"F";"1979-08-24";1.72;62.3;"O+"
"M";"1979-10-12";1.71;66;"B+"
"F";"1983-11-28";1.41;67.4;"B+"
"M";"1981-11-18";1.7;61.1;"B+"
"F";"1981-02-10";1.96;58.4;"O-"
"M";"1976-11-28";1.65;65.6;"O+"
"M";"1964-07-10";1.71;57.4;"A+"
"M";"1990-10-19";1.8;66.7;"O+"
"M";"1969-10-14";1.86;76.3;"A+"
"F";"1971-03-11";1.81;56.8;"B+"
"F";"1982-07-20";1.67;76.5;"O+"
"M";"1972-08-24";1.96;60.7;"O+"
"M";"1978-11-19";1.77;63.1;"AB+"
"F";"1981-10-20";1.39;77.5;"A+"
"M";"1971-10-23";1.59;74.8;"A+"
"F";"1990-05-28";1.42;77;"AB+"
"F";"1973-07-20";1.89;64.5;"B+"
"F";"1988-04-06";1.59;56.2;"A+"
"F";"1970-05-26";1.65;81.3;"A+"
"F";"1977-09-27";1.7;67.2;"O+"
"M";"1972-07-12";1.62;62.9;"O+"
"F";"1973-10-27";1.53;55.9;"O+"
"F";"1979-04-23";1.63;49.4;"B+"
"M";"1994-04-25";1.68;68.6;"A+"
"M";"1984-09-23";1.56;77;"B+"
"F";"1973-09-08";1.48;63.4;"O+"
"F";"1984-09-25";1.76;62.3;"A+"
"M";"1983-04-21";1.85;68.7;"O-"
"F";"1986-06-12";1.84;69.2;"O+"
"M";"1986-09-24";1.89;66.4;"O+"
"F";"1986-10-11";1.45;67.5;"O+"
"F";"1983-05-06";1.62;68.1;"A-"
"F";"1969-06-18";1.53;70.5;"A+"
"F";"1974-02-26";1.69;58.2;"O+"
"M";"1986-07-24";1.86;52.3;"O+"
"F";"1982-02-27";1.74;67.6;"A+"
"M";"1971-11-15";1.37;76.5;"B+"
"F";"1986-03-14";1.56;71.2;"B+"
"F";"1967-03-12";1.66;68.4;"A+"
"M";"1980-09-26";1.75;67.3;"B+"
"F";"1972-05-01";1.53;70.6;"O+"
"M";"1973-05-18";1.49;74.7;"O+"
"F";"1979-03-12";1.48;71.7;"B+"
"F";"1989-02-14";1.72;81.1;"A+"
"F";"1972-11-25";1.49;75.8;"B+"
"F";"1976-03-22";1.65;59.5;"O+"
"F";"1979-04-05";1.61;55.8;"O+"
"M";"1969-06-24";1.64;98.4;"O+"
"F";"1973-05-28";1.48;70.5;"O+"
"M";"1977-11-25";1.5;82.6;"A+"
"F";"1975-03-14";1.38;82.2;"O+"
"M";"1983-09-06";1.51;51.1;"O+"
"M";"1996-05-25";1.8;60.3;"O+"
"M";"1983-11-24";1.64;83.7;"O+"
"M";"1968-10-08";1.67;73.3;"O+"
"M";"1974-09-03";1.25;60.4;"A+"
"M";"1974-02-15";1.46;72.4;"O+"
"M";"1975-09-27";1.58;70.3;"O+"
"M";"1964-04-12";1.66;61.7;"B-"
"M";"1977-08-15";1.61;63.9;"O-"
"M";"1980-08-19";1.93;63.7;"O+"
"M";"1980-11-28";1.65;84.2;"A+"
"M";"1997-04-28";1.45;60.9;"O+"
"F";"1978-03-11";1.71;65.6;"O+"
"F";"1981-05-09";1.76;86.3;"A+"
"F";"1987-06-27";1.4;75.8;"O+"
"F";"1978-08-28";1.84;64.3;"O+"
"F";"1974-02-24";1.86;72.8;"O+"
"F";"1989-07-15";1.4;60.9;"B+"
"F";"1988-04-19";1.16;66.8;"A+"
"M";"1973-09-15";1.61;64.6;"O+"
"F";"1977-11-16";1.47;66.7;"O+"
"F";"1975-09-05";1.6;80;"A+"
"F";"1976-02-24";1.51;67.1;"A+"
"M";"1982-09-26";1.33;85.2;"O-"
"M";"1977-04-19";1.47;34.9;"A+"
"F";"1976-10-23";1.44;70.9;"A+"
"F";"1978-06-17";1.4;84.5;"B+"
"F";"1970-11-17";1.57;54.8;"A+"
"M";"1973-08-14";1.63;80;"B+"
"M";"1968-08-28";1.54;65.4;"A+"
"F";"1981-02-19";1.84;69.2;"A+"
"M";"1988-02-07";1.24;67.5;"B+"
"F";"1988-03-12";1.4;68.9;"O+"
"M";"1985-07-01";1.51;62.2;"A+"
"F";"1975-03-08";1.51;90.8;"O+"
"F";"1979-06-18";1.72;77.7;"A+"
"F";"1981-10-09";1.6;73.7;"O+"
"M";"1989-05-28";1.52;73.8;"O+"
"M";"1992-02-14";1.85;84;"A+"
"F";"1981-07-05";1.63;81.4;"O+"
"M";"1965-08-03";1.53;91.1;"B+"
"F";"1974-09-16";1.43;71.9;"A+"
"F";"1971-05-20";1.38;93.5;"A+"
"M";"1985-11-12";1.87;86.4;"A+"
"M";"1979-05-02";1.72;68.8;"B+"
"F";"1987-11-22";1.91;71.7;"A+"
"M";"1981-02-05";1.78;58.6;"A+"
"M";"1973-11-13";1.7;69.2;"O-"
"F";"1978-06-15";1.55;57.9;"AB+"
"M";"2000-11-20";1.62;79.5;"A+"
"M";"1970-05-10";1.68;80.7;"AB+"
"F";"1975-11-05";1.58;75.9;"B+"
"F";"1987-11-11";1.39;72.9;"A+"
"M";"1983-07-20";1.42;50.1;"O+"
"M";"1980-03-14";1.55;108;"B+"
"F";"1978-04-06";1.41;83.1;"O+"
"M";"1979-03-06";1.7;85.2;"A+"
"M";"1974-06-06";1.88;85.3;"B+"
"M";"1978-02-24";1.72;44;"O+"
"F";"1973-10-20";1.54;79.2;"O+"
"M";"1984-11-15";1.87;40.9;"AB+"
"F";"1987-05-08";1.69;55.4;"O+"
"M";"1982-09-18";1.91;69.1;"O-"
"M";"1983-09-24";1.7;68.7;"O+"
"M";"1970-05-26";1.64;54.7;"A+"
"F";"1972-10-13";1.64;70.9;"B+"
"M";"1984-02-20";1.75;64.1;"AB+"
"F";"1975-05-20";1.25;62.1;"A+"
"M";"1987-06-09";1.48;73.8;"O+"
"F";"1984-04-08";1.55;72.1;"B+"
"F";"1976-07-06";1.34;89.2;"O+"
"M";"1992-07-07";1.73;74.2;"A+"
"M";"1971-04-22";1.94;71.3;"O-"
"F";"1982-06-21";1.43;70.8;"O+"
"F";"1985-06-25";1.5;59.9;"B+"
"F";"1970-08-24";1.45;73.1;"A+"
"M";"1986-11-20";1.76;70;"A+"
"F";"1974-02-04";1.82;66;"A+"
"F";"1983-02-13";1.78;62.1;"B+"
"F";"1989-06-07";1.3;76;"A+"
"F";"1984-11-07";1.46;71.1;"O+"
"F";"1984-06-21";1.22;68.6;"O+"
"M";"1990-08-17";1.64;69.6;"O+"
"M";"1982-05-26";1.22;69.8;"O+"
"M";"1983-08-28";1.51;59.8;"O+"
"F";"1966-09-24";1.86;62.7;"O+"
"M";"1983-04-12";1.62;72.5;"A+"
"F";"1975-07-17";1.72;71.7;"O+"
"F";"1975-03-27";1.55;87.3;"A-"
"M";"1985-09-14";1.89;68.5;"A+"
"M";"1976-04-20";1.66;85.8;"B+"
"F";"1976-09-20";1.93;90.5;"O+"
"M";"1974-10-28";1.45;80.7;"A+"
"M";"1985-06-22";1.32;67.5;"B+"
"F";"1971-02-10";1.54;62.3;"B+"
"F";"1992-06-28";1.74;56.7;"O+"
"M";"1983-03-02";1.44;56.5;"A-"
"M";"1980-09-06";1.58;59.4;"O-"
"F";"1977-04-22";1.55;86;"O-"
"F";"1972-08-28";1.37;79;"B+"
"F";"1995-03-01";1.64;69.5;"A+"
"F";"1973-07-27";1.6;61.4;"A+"
"M";"1973-04-11";2.02;56.9;"O+"
"M";"1977-11-10";1.89;67.6;"A+"
"M";"1971-07-16";1.77;68.4;"B+"
"M";"1982-04-24";1.96;70.2;"O+"
"F";"1986-02-22";1.45;61.8;"O+"
"F";"1988-05-04";1.87;72.4;"O-"
"F";"1979-03-16";1.48;72.5;"A-"
"F";"1977-03-23";1.7;53.5;"O-"
"M";"1976-04-08";1.64;60.8;"B+"
"F";"1987-05-11";1.72;62.9;"O+"
"F";"1984-07-18";1.56;80.7;"O-"
"M";"1984-08-21";1.41;80.6;"O+"
"F";"1976-09-09";1.61;72.2;"A+"
"M";"1982-10-10";1.47;50.8;"O+"
"F";"1996-05-12";1.55;76.2;"O+"
"F";"1977-07-04";1.52;60.8;"O+"
"F";"1974-09-20";1.57;76.7;"A+"
"M";"1990-04-07";1.73;87.7;"AB+"
"F";"1966-10-05";1.75;66.1;"A+"
"F";"1977-05-14";1.43;63.7;"B+"
"F";"1982-04-27";1.42;70.4;"O+"
"M";"1984-08-18";1.86;63.4;"O+"
"F";"1976-07-01";1.8;63.8;"AB+"
"M";"1982-06-16";1.38;65;"B+"
"M";"1981-02-07";1.28;66;"O+"
"M";"1979-09-19";1.89;61.2;"O+"
"F";"1987-02-19";1.8;73.6;"B+"
"M";"1982-06-02";1.66;51.4;"O+"
"M";"1989-04-03";1.67;83.5;"O+"
"F";"1969-02-26";1.53;89.2;"O-"
"F";"1976-11-22";1.77;62.9;"O+"
"F";"1973-06-21";1.39;71.1;"B+"
"F";"1986-07-18";1.29;82.6;"O+"
"F";"1978-08-01";1.68;57.7;"A+"
"F";"1982-02-26";1.89;83.8;"A+"
"M";"1992-07-25";1.78;74.6;"O+"
"F";"1981-09-09";1.57;82.6;"O+"
"F";"1973-06-27";1.83;81;"O+"
"F";"1973-06-20";1.66;68.3;"B+"
"F";"1986-05-19";1.64;58;"O+"
"F";"1979-05-09";1.39;89.8;"A+"
"F";"1981-08-17";1.45;76.7;"B+"
"M";"1982-06-28";1.8;63.6;"B+"
"F";"1977-11-19";1.37;79.9;"A+"
"F";"1971-06-21";1.63;61.5;"O+"
"M";"1987-03-21";1.62;60.8;"A+"
"M";"1975-10-13";1.54;78.7;"B+"
"F";"1985-02-09";1.63;67.7;"A+"
"M";"1980-06-27";1.57;72.6;"O+"
"M";"1968-07-17";1.66;69.9;"O+"
"F";"1985-06-23";1.77;69.2;"O+"
"F";"1978-04-04";1.62;58.2;"A+"
"M";"1979-06-25";1.69;67.4;"O+"
"F";"1985-09-24";1.58;55.6;"B+"
"F";"1988-03-28";1.56;61.9;"B+"
"M";"1980-02-02";1.86;68.1;"B+"
"M";"1989-09-17";2;42.9;"O+"
"M";"1975-08-04";1.84;77.6;"A+"
"F";"1973-02-16";1.52;73.1;"O-"
"F";"1981-04-13";1.64;83.9;"B+"
"F";"1977-11-16";1.54;73.2;"O+"
"M";"1973-06-03";1.91;76.3;"O+"
"M";"1979-06-20";1.53;71.7;"O+"
"M";"1987-07-06";1.89;58.2;"B+"
"M";"1983-09-01";1.53;63.4;"O+"
"F";"1979-10-20";1.55;76.4;"A+"
"F";"1973-07-18";1.63;85.6;"AB+"
"M";"1980-03-25";1.66;59.9;"O+"
"F";"1988-10-23";1.73;64.9;"A+"
"F";"1975-10-18";1.61;43.7;"O+"
"M";"1974-09-20";1.59;57;"A+"
"F";"1991-02-28";1.38;64.8;"A+"
"F";"1977-09-08";1.44;70.8;"B+"
"M";"1976-10-03";1.67;58.7;"B+"
"F";"1971-04-19";1.62;70.7;"B+"
"F";"1988-10-26";1.85;82.6;"A+"
"F";"1974-07-14";1.56;73.2;"A+"
"F";"1982-03-22";1.56;70.1;"B+"
"M";"1982-11-14";1.36;67.6;"A+"
"F";"1984-07-02";1.5;66.6;"A+"
"M";"1979-10-11";1.72;66.3;"B+"
"F";"1977-07-23";1.31;59.9;"A-"
"F";"1997-06-04";1.39;67.9;"B+"
"M";"1973-07-20";1.61;68.1;"O+"
"F";"1966-04-26";1.52;68.8;"O+"
"M";"1972-08-21";1.46;59.7;"A+"
"F";"1986-06-26";1.4;87.1;"AB+"
"M";"1983-03-27";1.53;67.1;"O+"
"F";"1985-05-18";1.69;78.4;"A+"
"F";"1979-03-11";1.75;71.6;"O+"
"F";"1978-10-28";1.43;83;"O+"
"M";"1970-10-12";1.49;57.7;"B+"
"M";"1985-04-15";1.61;59.4;"A+"
"F";"1960-10-24";1.46;77.5;"B+"
"F";"1973-02-13";1.81;84.9;"A+"
"M";"1973-07-10";1.33;76.1;"O+"
"M";"1981-06-14";1.06;74.2;"O+"
"M";"1972-09-07";1.84;82;"O+"
"F";"1987-02-23";1.73;73.9;"O+"
"M";"1974-07-17";1.88;59.9;"O+"
"M";"1979-05-02";1.67;46.3;"A+"
"M";"1974-09-15";1.4;72.6;"O+"
"M";"1991-04-15";1.71;83.9;"O+"
"F";"1993-05-06";1.5;74.7;"O+"
"M";"1974-10-23";1.58;91.1;"O+"
"F";"1993-05-02";1.31;90.5;"O+"
"F";"1982-07-19";1.46;76.3;"O+"
"F";"1977-09-24";1.63;70.1;"O+"
"F";"1982-06-08";1.4;78.4;"A+"
"F";"1981-06-08";1.67;60.1;"O+"
"M";"1972-07-07";1.72;77.2;"A+"
"F";"1964-07-21";1.63;59.9;"O+"
"M";"1980-07-05";1.77;83.8;"A-"
"M";"1973-10-14";1.43;51.1;"O+"
"M";"1988-08-18";1.62;77.7;"O+"
"F";"1985-03-04";1.76;74.9;"AB+"
"M";"1986-03-09";1.71;75;"O+"
"M";"1985-04-05";2;51.6;"O-"
"F";"1983-07-18";1.31;72.2;"A+"
"F";"1977-05-23";1.6;61.6;"B+"
"M";"1987-03-28";1.48;74.3;"A+"
"M";"1983-11-01";1.61;77.7;"A-"
"M";"1982-03-17";1.68;59.8;"O-"
"F";"1976-11-28";1.7;80.7;"A+"
"F";"1987-08-13";1.5;88.8;"A+"
"M";"1988-05-23";1.78;60;"O+"
"M";"1986-05-07";1.74;61.7;"AB+"
"M";"1979-04-07";1.67;67.8;"A+"
"M";"1996-02-02";1.69;60.9;"A+"
"F";"1979-04-18";1.36;74.1;"A+"
"M";"1983-03-18";1.69;80.3;"O+"
"F";"1982-05-14";1.41;66.4;"AB+"
"M";"1967-07-18";1.61;59.6;"B+"
"M";"1982-09-12";1.69;85.2;"O+"
"M";"1989-04-27";1.23;74;"O+"
"M";"1979-09-15";1.91;81.1;"O+"
"F";"1980-07-20";1.44;75.6;"O+"
"M";"1981-02-27";1.81;69.9;"A+"
"F";"1989-07-03";1.58;56.3;"O+"
"M";"1988-05-03";1.9;71.3;"B+"
"M";"1986-04-18";1.69;88.7;"O-"
"F";"1987-04-23";1.59;59.6;"A+"
"F";"1972-05-20";1.35;46.4;"A+"
"F";"1986-09-07";1.56;86;"O+"
"F";"1981-09-10";1.88;78.4;"B+"
"F";"1976-05-09";1.63;69.2;"B+"
"F";"1967-07-19";1.55;93.9;"O+"
"F";"1980-10-20";1.26;88.7;"A+"
"M";"1980-02-02";1.64;86.2;"B+"
"M";"1993-03-04";1.83;54.5;"O+"
"M";"1975-11-11";1.73;78.8;"B+"
"M";"1979-06-18";1.68;77.2;"O+"
"M";"1977-04-01";1.39;55.2;"O+"
"M";"1978-02-21";1.65;57.5;"A+"
"M";"1983-11-13";1.68;68.5;"A-"
"M";"1975-11-09";1.63;77.1;"A+"
"F";"1992-09-28";1.51;71.5;"O+"
"M";"1985-09-20";1.66;75.5;"O+"
"F";"1979-10-03";1.25;66.2;"O+"
"F";"1976-07-03";1.87;65.3;"A+"
"F";"1975-09-02";1.91;55.7;"B+"
"F";"1983-09-18";1.4;52.8;"O+"
"F";"1986-07-01";1.34;69.4;"B+"
"M";"1990-11-21";1.73;77.9;"A+"
"M";"1979-11-21";1.43;61.5;"O+"
"M";"1983-07-23";1.56;68.2;"O+"
"F";"1985-05-19";1.42;70.9;"B+"
"F";"1986-02-19";1.54;80.6;"O+"
"F";"1979-06-10";1.79;71.5;"A+"
"F";"1983-09-18";1.71;75.9;"O+"
"F";"1988-04-20";1.64;61.6;"AB+"
"F";"1974-05-05";1.25;60.8;"AB+"
"F";"1980-04-21";1.41;67;"O+"
"F";"1980-10-18";1.55;76.7;"A+"
"M";"1975-02-18";1.51;70.3;"AB+"
"M";"1973-10-04";1.47;82;"O+"
"F";"1979-09-10";1.57;71;"B+"
"F";"1976-02-12";2.08;71.9;"A+"
"F";"1984-02-11";1.51;64.7;"O+"
"F";"1977-07-05";1.74;63.7;"O+"
"F";"1983-03-24";1.49;81.1;"B-"
"F";"1980-07-01";1.34;78.6;"A+"
"M";"1972-10-19";1.82;65.4;"A+"
"F";"1980-03-25";1.81;72;"A-"
"F";"1981-07-24";1.63;60.1;"O+"
"F";"1972-11-06";1.46;75.8;"AB+"
"F";"1982-09-04";1.47;78;"O+"
"M";"1979-09-01";1.58;67.4;"A+"
"F";"1980-05-28";1.76;63.1;"A-"
"F";"1969-04-17";1.66;66.9;"A+"
"M";"1980-08-15";1.3;80.6;"A-"
"M";"1984-09-08";1.65;65.7;"O+"
"M";"1984-05-14";1.79;78.6;"O+"
"M";"1986-06-08";1.78;46.9;"B+"
"M";"1974-04-27";1.76;72.4;"AB+"
"F";"1989-11-28";1.6;71.7;"O+"
"F";"1980-05-13";1.6;74.1;"A+"
"M";"1977-08-20";1.77;72.5;"O+"
"M";"1980-10-09";1.74;58.2;"A+"
"F";"1988-03-19";1.4;63.9;"B+"
"F";"1971-09-05";1.53;53.6;"O+"
"F";"1981-10-20";2.01;81.8;"O-"
"M";"1971-11-04";1.61;64.8;"B+"
"M";"1981-07-18";1.97;65;"A+"
"F";"1983-06-03";1.39;53.3;"B+"
"M";"1973-10-14";1.51;65.6;"AB+"
"M";"1983-02-19";1.89;54.9;"A+"
"F";"1990-08-25";1.69;63.1;"A+"
"F";"1973-02-10";1.57;80;"O+"
"F";"1995-09-14";1.51;59;"A+"
"F";"1974-02-24";1.62;71.8;"AB+"
"M";"1978-06-24";1.98;65.5;"O+"
"F";"1980-09-26";1.53;79.8;"A+"
"F";"1974-04-11";1.61;57.3;"O+"
"M";"1983-05-21";1.81;67.3;"A+"
"M";"1982-11-15";1.65;68.5;"O+"
"M";"1988-04-26";1.56;63.5;"O+"
"F";"1987-11-02";1.51;74.8;"O+"
"F";"1969-02-15";1.63;64.7;"O+"
"M";"1975-09-28";1.63;66.2;"O+"
"M";"1988-11-18";1.74;91.8;"B+"
"M";"1974-03-22";1.62;96.3;"O+"
"F";"1980-04-06";1.81;65.7;"O+"
"M";"1987-05-27";1.84;95;"O+"
"M";"1985-04-25";1.62;51.5;"A+"
"M";"1969-03-26";1.66;80;"A+"
"M";"1988-10-08";1.59;64.6;"O+"
"F";"1980-02-08";1.67;58.7;"A+"
"F";"1977-05-20";1.4;86.1;"A+"
"F";"1966-11-08";1.47;69.4;"A+"
"F";"1967-08-02";1.39;79.8;"A+"
"M";"1968-03-02";1.7;76.7;"A+"
"M";"1978-07-23";1.86;60.3;"A+"
